article,finding_id,severity,category,title,artifact_tags,mechanism_tags,source_report,evidence_text
jama.2025.7583,2,Minor,Presentation inconsistency,MAGIC-MT usual-care event count omitted,Supplementary table,Count/percentage arithmetic; CI/point-estimate compatibility; Summary-statistic/unit label,jama.2025.7583/.ai_paper_validation/final_report.md,"### 2. MAGIC-MT usual-care event count omitted - Category / severity: Presentation inconsistency / Minor. - Exact location: DOC-004-RESULTS-SUPP, joi250033supp4_prod_1750956987.77981.pdf, PDF p. 14, eTable 4, MAGIC-MT row, Primary outcome column. - Compared values/statements: The cell states: 24 patients (6.7%) reached the primary outcome in the intervention group as compared to (9.9%) in the usual-care group (between-group difference, -3.3 percentage points; 95% confidence interval, -7.4 to 0.8; P = 0.10). No usual-care numerator appears before (9.9%). The adjacent EMBOLISE and STEM rows display counts for both groups. - Logical basis: One arm’s event count is absent, leaving the comparative sentence incomplete and preventing direct verification of the usual-care count from this table cell. The percentage and treatment-effect statistics remain displayed; no numerical contradiction or impact on conclusions is established. - Verification instruction: Inspect the MAGIC-MT cell at native magnification; confirm no control numerator precedes (9.9%) and compare the two-arm count formatting in EMBOLISE and STEM immediately above."
jama.2025.7710,1,Major,Presentation inconsistency,Primary composite outcome analysis-unit labels conflict,Narrative/abstract; Supplementary table; Flow diagram,Denominator/population; Count/percentage arithmetic; Summary-statistic/unit label; Duplicate/transposed content; Participant-flow wording,jama.2025.7710/.ai_paper_validation/final_report.md,"## 1. Primary composite outcome analysis-unit labels conflict - Category: Presentation inconsistency - Severity: Major - Exact location: DOC-001, jama_kumar_2025_oi_250034_1750956984.08518.pdf: PDF p. 1, Abstract Results; p. 4, Results and Figure 1 terminal boxes; p. 6, “Primary and Secondary Outcomes”; p. 7, Table 3 and site-specific reporting; p. 8, Figure 2. DOC-004, joi250034supp3_prod_1750956984.12018.pdf: PDF p. 3, eTable 2 primary-outcome rows. - Compared values/statements: DOC-001 p. 1 and p. 6 report 83/1625 and 84/1625 as women. DOC-001 p. 4 states that the primary end point was available for 3250 infants and Figure 1 labels 1625 infants with primary outcome in each group. DOC-001 p. 8 Figure 2 uses the same 83/1625 and 84/1625 totals under “total No. of patients.” DOC-004 p. 3 eTable 2 partitions the same values: 16+67=83 and 24+60=84; 883+742=1625 and 887+738=1625. - Calculation/logical basis: Identical primary-outcome records and denominators are labeled infants, women, and patients. The article separately enumerates randomized women and infants. - Verification instruction: Confirm the intended primary-outcome analysis unit in the cited source pages; harmonize the Abstract, Results, Table 3/site-specific reporting, and Figure 2 labels."
jama.2025.7710,2,Minor,Presentation inconsistency,Placebo ethnicity percentages use different denominator conventions,Narrative/abstract; Table 1/baseline,Denominator/population; Count/percentage arithmetic; Participant-flow wording,jama.2025.7710/.ai_paper_validation/final_report.md,"## 2. Placebo ethnicity percentages use different denominator conventions - Category: Presentation inconsistency - Severity: Minor - Exact location: DOC-001, jama_kumar_2025_oi_250034_1750956984.08518.pdf, PDF p. 4, Results “Participants and Adherence” ethnicity paragraph; PDF p. 5, Table 1 ethnicity rows. - Compared values/statements: Table 1 uses placebo ethnicity n=1629 and reports Australia/New Zealand as 874 (53.7%) and Pacific Islander as 53 (3.3%). The adjacent prose uses the full placebo cohort n=1631, including 2 missing observations, and reports the same counts as 874 (53.6%) and 53 (3.2%). - Calculation/logical basis: 874/1629=53.65%, displayed as 53.7%; 53/1629=3.25%, displayed as 3.3%. Using all randomized placebo participants, 874/1631=53.59%, displayed as 53.6%; 53/1631=3.25%, displayed as 3.2% at the shown precision. The counts agree, but the denominator convention is not explained consistently. - Verification instruction: Confirm whether ethnicity percentages should use nonmissing observations (n=1629) or all randomized placebo participants (n=1631, including missing observations), then apply or explicitly state that convention consistently."
jama.2025.9110,1,Minor,Arithmetic inconsistency,Period 3 augmented-protein sex counts do not reconcile,Table 1/baseline; Supplementary table,Denominator/population; Count/percentage arithmetic; Footnote/title/caption/legend,jama.2025.9110/.ai_paper_validation/final_report.md,"### 1. Period 3 augmented-protein sex counts do not reconcile - Category / severity: Arithmetic inconsistency / Minor. - Location: D04, PDF p. 10, eTable 4, Period 3—Augmented Protein, Sex rows; compare D01, PDF p. 5, Table 1, Sex rows. - Compared values: D04: n=551, male 359 (65.2), female 190 (34.5); D01 overall augmented-protein: male 1070 (63.7), female 611 (36.3), n=1681. - Basis: 359 + 190 = 549, two below 551; percentages total 99.7%. Across augmented periods, male 303+187+359+220=1069 and female 177+111+190+132=610, each one below D01; no missing/other row or explanatory footnote is displayed. - Verify: Re-add D04 Period 3 sex counts and all augmented-period sex counts; reconcile with the D01 denominator and totals, or disclose/correct an omitted category."
jama.2025.9110,2,Minor,Arithmetic inconsistency,Protocol-deviation participant percentage matches the event count,Supplementary table,Count/percentage arithmetic,jama.2025.9110/.ai_paper_validation/final_report.md,"### 2. Protocol-deviation participant percentage matches the event count - Category / severity: Arithmetic inconsistency / Minor. - Location: D04, PDF p. 16, eTable 8, Total protocol deviations, Augmented Protein. - Compared values: n=1681; participants with at least one event 151 (9.4); events 158. - Basis: 151/1681 × 100 = 9.0% (one decimal); 158/1681 × 100 = 9.4%. The displayed percentage beside participant count matches the event count. - Verify: Recalculate both percentages and confirm whether the participant entry should be 151 (9.0%)."
jama.2025.9110,3,Minor,Presentation inconsistency,Figure 1 uses patient-level randomization wording although ICUs were randomized,Flow diagram,Summary-statistic/unit label; Participant-flow wording,jama.2025.9110/.ai_paper_validation/final_report.md,"### 3. Figure 1 uses patient-level randomization wording although ICUs were randomized - Category / severity: Presentation inconsistency / Minor. - Location: D01, PDF p. 3, Figure 1, four patient-count treatment boxes; compare D01, PDF p. 2, Design/Trial Procedures, and p. 8, Limitations. - Compared statements: Figure 1 states patient counts “Randomized to” augmented/usual protein, including primary-analysis boxes. Methods states the trial was cluster randomized and “ICUs were randomly assigned”; Limitations states randomization occurred at cluster rather than patient level. - Basis: The box wording attributes randomization to patients while the stated randomization unit is the ICU/cluster. This addresses terminology only, not the counts or allocation process. - Verify: Compare the box labels with the stated randomization unit; assess changing “Randomized to” to assigned/allocated or equivalent cluster-period wording."
jama.2025.9110,4,Minor,Statistical reporting inconsistency,Bayesian primary-outcome row labels median/IQR values as mean (SD),Supplementary figure; Other main table,Effect measure/model label; Summary-statistic/unit label; Duplicate/transposed content,jama.2025.9110/.ai_paper_validation/final_report.md,"### 4. Bayesian primary-outcome row labels median/IQR values as mean (SD) - Category / severity: Statistical reporting inconsistency / Minor. - Location: D01, PDF p. 7, Table 2, primary outcome secondary-analysis Bayesian quantile mixed-model row; compare D04, PDF p. 27, eFigure 6. - Compared values/statements: The row label ends mean (SD), but cells are 62.0 (0 to 77) and 64.0 (0 to 77) with Median difference, -1.50 (-3.86 to 0.90). The row above labels the same summaries median (IQR); eFigure 6 labels Median Difference: -1.50 (95% CrI: -3.86, 0.90). - Basis: The repeated center and quartile endpoints, model name, and effect label identify median/IQR summaries, inconsistent with mean (SD). - Verify: Compare the two Table 2 rows and eFigure 6; confirm whether the Bayesian row should read median (IQR)."
jama.2025.9110,5,Minor,Cross-document inconsistency,Ventilation group summaries are labeled mean (SD) although the supplement identifies median (IQR),Supplementary table,Effect measure/model label; Summary-statistic/unit label,jama.2025.9110/.ai_paper_validation/final_report.md,"### 5. Ventilation group summaries are labeled mean (SD) although the supplement identifies median (IQR) - Category / severity: Cross-document inconsistency / Minor. - Location: D01, PDF p. 7, Table 2, Duration of invasive ventilation; compare D04, PDF p. 18, eTable 10/footer, and p. 4, eMethods. - Compared values/statements: D01 label: mean (SD), h; cells: 84.0 (35.0 to 178.9) and 78.0 (33.2 to 161.0). D04 eTable 10 footer: “Data presented as median (IQR) or n (%).” D04 eMethods reserves “difference in means” for the model treatment effect. - Basis: D01 displays a center plus two endpoints, while the supplement identifies the descriptive format as median/IQR; the model-based mean difference is a distinct measure. - Verify: Compare the D01 label/cells with the D04 footer and eMethods; determine whether the group-summary label should be median (IQR)."
jama.2025.9110,6,Minor,Presentation inconsistency,Table 2 directs eFigure 6 to Supplement 1 although it is in Supplement 3,Narrative/abstract; Supplementary figure; Other main table,Effect measure/model label; Cross-reference/citation; Footnote/title/caption/legend,jama.2025.9110/.ai_paper_validation/final_report.md,"### 6. Table 2 directs eFigure 6 to Supplement 1 although it is in Supplement 3 - Category / severity: Presentation inconsistency / Minor. - Location: D01, PDF p. 7, Table 2 footnote f; compare D01, PDF p. 4, Primary Outcome, and D04, PDF p. 27, eFigure 6. - Compared statements: Footnote f: “Bayesian model diagram is shown in eFigure 6 in Supplement 1.” D01 Primary Outcome places eFigures 5 and 6 in Supplement 3; D04 is Supplement 3 and contains “eFigure 6: Bayesian model analysis.” - Basis: The Table 2 document locator conflicts with the Results text and actual supplied location. - Verify: Confirm the three locators; change Supplement 1 to Supplement 3 if intended."
jama.2025.9663,C1,Minor,Cross-document inconsistency,Incorrect supplementary-figure citation for time to death,Narrative/abstract; Supplementary figure; Other figure,Denominator/population; CI/point-estimate compatibility; P value/test labeling; Effect measure/model label; Cross-reference/citation,jama.2025.9663/.ai_paper_validation/final_report.md,"### C1 — Incorrect supplementary-figure citation for time to death - Category / severity: Cross-document inconsistency / Minor. - Exact location: Main article, PDF p. 6, Results, ""Primary and Secondary Outcomes""; results supplement, PDF pp. 11-12, eFigures 4-5. - Compared statements: The main text reports time to death, adjusted HR 1.01 (95% CI, 0.96-1.05), and cites ""eFigure 4 in Supplement 2."" eFigure 4 (supplement p. 11) shows FiO2/SpO2 separation. eFigure 5 (p. 12) is the Kaplan-Meier all-cause mortality plot and reports HR 1.01 (95% CI, 0.96-1.05; P=.82). - Basis: The main-text estimate matches eFigure 5, not eFigure 4. - Verification: Compare main-article p. 6 with supplement pp. 11-12 and confirm that the citation should identify eFigure 5."
jama.2025.9663,C2,Minor,Presentation inconsistency,UK-ROX achieved-oxygenation summary does not identify its metric-specific source-row change,Narrative/abstract; Supplementary table,Count/percentage arithmetic,jama.2025.9663/.ai_paper_validation/final_report.md,"### C2 — UK-ROX achieved-oxygenation summary does not identify its metric-specific source-row change - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 27, eTable 10; PDF p. 21, eTable 5; main article, PDF p. 6, ""Oxygen Exposure."" - Compared values: eTable 10 gives UK-ROX SpO2 93.3% vs 95.2%, PaO2 71.5 vs 79.5 mm Hg, and FiO2 0.31 vs 0.35. eTable 5 gives overall vs oxygen-only values: SpO2 93.3% vs 95.1% / 93.3% vs 95.2%; PaO2 71.5 vs 79.5 / 73.8 vs 81.4 mm Hg; FiO2 0.31 vs 0.35 / 0.35 vs 0.37. The main text reports the overall pairs. - Basis: eTable 10 uses the oxygen-only SpO2 pair but the overall PaO2 and FiO2 pairs without identifying the metric-specific analytic subset. No numeric value is established as wrong. - Verification: Compare eTable 10 with both eTable 5 rows; confirm the intended source row for each metric and label the subset explicitly or harmonize the rows."
jama.2025.9663,C4,Minor,Presentation inconsistency,HOT-ICU publication year is truncated,Supplementary table,Denominator/population,jama.2025.9663/.ai_paper_validation/final_report.md,"### C4 — HOT-ICU publication year is truncated - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 27, eTable 10, ""Year published,"" HOT-ICU column. - Compared values: HOT-ICU is 202; adjacent trial entries are 2025, 2024, 2023, 2022, 2021, and 2020. - Basis: 202 is a three-digit entry in a four-digit-year row; the supplied documents do not establish the missing digit. - Verification: Check the production/source table and replace 202 with the intended four-digit year."
jama.2025.9663,C5,Minor,Presentation inconsistency,FiO2 fractions are mislabeled as percentages in eTable 6,Supplementary table,Count/percentage arithmetic; Summary-statistic/unit label,jama.2025.9663/.ai_paper_validation/final_report.md,"### C5 — FiO2 fractions are mislabeled as percentages in eTable 6 - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 22, eTable 6; comparison: PDF p. 21, eTable 5, and PDF p. 27, eTable 10. - Compared values/statements: eTable 6 labels ""Patient median FiO2, %"" and ""Patient median FiO2 when receiving O2, %"" while displaying fractions including 0.32 vs 0.35, 0.30 vs 0.35, 0.36 vs 0.37, and 0.34 vs 0.37. eTable 5 omits percent signs and uses the fractional scale; eTable 10 defines FiO2 as fraction of inspired oxygen and reports fractions such as 0.31 and 0.35. - Basis: The displayed scale is fractional, while the eTable 6 labels assign percent units. - Verification: Confirm removal of the two percent signs. If percent units were intended, verify consistent conversion of all associated values and differences."
jama.2025.9663,C6,Minor,Presentation inconsistency,PILOT recruitment-date asterisk is undefined,Supplementary table,Count/percentage arithmetic; Footnote/title/caption/legend,jama.2025.9663/.ai_paper_validation/final_report.md,"### C6 — PILOT recruitment-date asterisk is undefined - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 27, eTable 10, PILOT ""Recruitment dates"" and table footnotes. - Compared statements: Recruitment dates are 07/2018 to 08/2021*. The footnote area defines only superscript a for ""Achieved oxygenation""; it has no asterisked note or legend. - Basis: The visible annotation marker has no corresponding explanation. - Verification: Check the production/source table; restore the omitted asterisk note or remove the marker if unintended."
jamasurg.2025.4929,F-01,Major,Statistical reporting inconsistency,Internally incompatible pN N3 regression row,Supplementary table,Count/percentage arithmetic; CI/point-estimate compatibility; P value/test labeling,jamasurg.2025.4929/.ai_paper_validation/final_report.md,"## F-01 — Internally incompatible pN N3 regression row - Category: Statistical reporting inconsistency - Severity: Major - Location: DOC-003, PDF p. 3, eTable 2, pN/N3 row; cross-check DOC-001, PDF p. 7, Table 4. - Compared values: N0 10/51 (19.6%); N1-2 16/83 (19.3%); N3 29/74 (25.7%), OR 0.431 (95% CI, 0.60-3.37), P=.431; Table 4 total morbidity 23 + 22 = 45. - Calculation/logical basis: 29/74 = 39.2%; pN events total 10 + 16 + 29 = 55, not 45; OR 0.431 lies outside the printed CI and conflicts directionally with the displayed rates. - Verification instruction: Check source regression output and table-production cells for the N3 numerator, percentage, OR, CI, and P value; do not infer replacements."
jamasurg.2025.4929,F-02,Minor,Statistical reporting inconsistency,Age-row percentage and univariate OR do not reproduce,Supplementary table,Denominator/population; Count/percentage arithmetic; P value/test labeling; Effect measure/model label; Duplicate/transposed content,jamasurg.2025.4929/.ai_paper_validation/final_report.md,"## F-02 — Age-row percentage and univariate OR do not reproduce - Category: Statistical reporting inconsistency - Severity: Minor - Location: DOC-003, PDF p. 3, eTable 2, Age. - Compared values: <60: 13/88 (14.8%), reference; ≥60: 32/120 (27.7%), OR 2.28 (1.12-4.64), P=.040. - Calculation/logical basis: 32/120 = 26.7%; displayed cells yield OR (32/88)/(13/75) = 2.10, not 2.28. - Verification instruction: Compare the cells with source univariate output and confirm identical coding and analysis set."
jamasurg.2025.4929,F-03,Minor,Statistical reporting inconsistency,Five additional univariate ORs do not reproduce,Supplementary table,Denominator/population; Count/percentage arithmetic; Effect measure/model label,jamasurg.2025.4929/.ai_paper_validation/final_report.md,"## F-03 — Five additional univariate ORs do not reproduce - Category: Statistical reporting inconsistency - Severity: Minor - Location: DOC-003, PDF p. 3, eTable 2, Sex, Approach, BMI, Comorbidity, and ASA blocks. - Compared values: Reported versus displayed-cell ORs: Sex 0.97 vs 0.903; Approach 0.85 vs 0.945; BMI 0.64 vs 0.593; Comorbidity 3.10 vs 2.853; ASA grade 3 2.76 vs 2.512. - Calculation/logical basis: Recalculation from each displayed two-level categorical event/denominator cell set produces the listed displayed-cell ORs. - Verification instruction: Compare each categorical cell set with source univariate output and document any intended coding or analysis-set difference."
jamasurg.2025.4929,F-04,Major,Cross-document inconsistency,Main text presents a univariate approach estimate as multivariable,Narrative/abstract; Supplementary table,CI/point-estimate compatibility; P value/test labeling; Effect measure/model label; Duplicate/transposed content,jamasurg.2025.4929/.ai_paper_validation/final_report.md,"## F-04 — Main text presents a univariate approach estimate as multivariable - Category: Cross-document inconsistency - Severity: Major - Location: DOC-001, PDF p. 6, “Risk Factors Related to Postoperative Morbidity”; DOC-003, PDF p. 3, eTable 2, Approach. - Compared statements: DOC-001 introduces multivariate analyses and characterizes approach as an independent-predictor result: OR 0.85 (95% CI, 0.44-1.63), P=.62. DOC-003 places the identical estimate under Univariate and leaves multivariable cells blank. - Calculation/logical basis: The same estimate is assigned to incompatible analysis labels across the supplied documents. - Verification instruction: Check the final multivariable model and determine whether the main-text characterization or table placement is incorrect."
jamasurg.2025.4929,F-05,Minor,Presentation inconsistency,CONSORT refusal label conflicts with postrandomization placement,Narrative/abstract; Flow diagram,Participant-flow wording,jamasurg.2025.4929/.ai_paper_validation/final_report.md,"## F-05 — CONSORT refusal label conflicts with postrandomization placement - Category: Presentation inconsistency - Severity: Minor - Location: DOC-001, PDF p. 3, CONSORT Figure; related flow prose, PDF p. 4. - Compared statements: The figure shows all 240 participants willing to consent and randomized, then labels exclusions of 3 LDG and 2 ODG participants “Refused trial enrollment.” The prose describes patients who “refused or withdrew.” - Calculation/logical basis: Counts reconcile, but the refusal label is positioned after consent and randomization, creating an internally confusing sequence. - Verification instruction: Confirm the intended postrandomization disposition and align the figure label with the prose."
